Username,Text
kimsneul,Ini harusnya tanggal 27 kenapa di undur jauh bgt jadi tanggal 7?
ihya_m7,Udah seneng mau pegang duit tanggal 21 Desember eh malah mundur 6 Januari
sal_bila88,"Insentif survey yg ke2 saya ga cair cair, padahal udah ngisi survey 😭"
rini_maniezt724,Alhamdulilah semua insentif udah cair
dimyati1970,Lanjutken...
hajarnurissofa,Min buat info grafis ttg penyaluran dana prakerja 2020 dong
dess_lid,"Kalo yang insentif untuk survei evaluasi,.?..ada yang belum dicairkan untuk ulan desember.."
reynaldi291194,"Alhamdulillah Punya Saya Sudah Cair Semua Kemarin, Biarpun Telat... 😁😁😁"
wandy_azhe,@harisandeta
jaddee_42,@zpicasou asik makan2
12hartati,Knp jd januari ya
aprillavignee,Belum cair semua min 😭
ezzarizky10,Makasih min semua insentif udah cair 🙏😊
_mahmudah_,Alhamdulillah jafwal 25 des via BNI sudah cair tgl 16 des
lanank41,Sertifikasi dari pelatihan blom dapat padahal semua pelatiha  sudah diselesaikan.. Dan sudah pula di beri ulasan..
acahiru,abis limit desember makanya di lempar januari 🤣
billy.kesek.1,"Iya..min,insentif sya sdh masuk di dashboard tapi di gopay blm masuk,🙏🙏"
prelovedsolo_new,Makasi min
rickyprastian_h,Min saya udah ikut survey ke dua tp kenapa insentif ga nampak ya di dasbor
rickyfebrianss,Kan terima insentif itu cuma 4 bulan? Jadi mulai Januari ditambah lgi durasinya?
susiyantipt,Terima kasih informasinya min
_dikaajaa,"Yahh padahal lagi butuh buat modal, diundur jadi tgl 7 @prakerja.go.id"
tatangalatief,Udah ga ada pencairan lagi ya?
jhnadinda,yahhh
petrus_sinagaa,dari gelombang 1 ampe tutup ga lulus
gigi.1220,Tinggal yang dibulan january aja😢
intansya23,Kok punya saya harus nya bulan desember ini cair ke undur smpe bulan januari ya
dian_susan,Insentifku di tunda jadi januari 😊
rahayu.sr,Mendarat dengan selamat min🙏
echa.azfar,Kenapa y sudah ngisi survei ke ll tapi gak muncul aj jadwal y sampai skrng??
suksesbuatkitasemua,Yang gagal terus sini merapat! HAHAHA
nhurul_sawitri,Min yg tahun Dpn insentif survey nya bisa cair cpt gak😫
zpicasou,Sudah caiiirr min.. Thank youuu.. ❤️
jaddee_42,Batch 12 kapan min?
asharyan_,Diundur bulan Januari dong :v
andriwahyuni97,Alhamdulillah sudah cair semua...terimakasih @prakerja.go.id
suptrazh,Kapan gelombang 12
muhammadyysuf02,"Maaf min, klw statusnya dalam pengecekan kpan ya bsa brubah mnjdi menunggu di proses"
demutika,Sakit hati tiap liat akun ini muncul di timeline😭🤣 karena ga kebagian.
ega.erlangga,Cair tgl 22 tiba2 mental jadi 6 januari. Gimana dah
rikibastiiix,Kenapa di mundurkan
hanikmufarikah21,@sufia.dee
dh_wy,Ud cair semuany makasih min 😊
yoelabraham__,Yang 27 desember berarti diundur sampai tanggal 5 januari nanti ?
surya16_kretek,Komentar pertama min❤️
__.asgard,Belum dapet ikutan dari gelombang 7
parhan_ar,First
ellgstin_,@ptrnadiaaa mksd nee nyo sist
