Username,Text
yanto_cublenkz,"Coba Manfaatkan Aplikasi Penghasil Uang Tercepat Ini. hanya dengan menggunakan salah satu dari  aplikasi penghasil uang tercepat ini kamu sudah bisa memiliki pundi-pundi uang yang akan terus terisi.
¶✓https://cashzinedownload-jzc6w32blq-an.a.run.app/download_1.html?ggc=24605293%7C3%7C3%7C213&t=1 (masukkan kode undangan saya: 24605293 untuk mengumpulkan bonus)
¶✓http://bit.ly/39RLP91. (masukkan kode rujukan saya B20432406 setelah anda mulai menggunakannya!)
¶✓https://vt.tiktok.com/ZSsn3Uvu/ (masukkan kode: A913758011, dapatkan bonus tambahan)
¶✓https://website.cc.lerjin.com/i/4778759247
¶✓https://nexo.io/nexo-card?referral=Eu3Faom&refSource=copy
¶✓https://s.helo-app.com/luckys/ZSn1NQxs/"
uchu3685,❤️❤️❤️❤️❤️ Prakerja
sofianasalsa_ofiy7,@land.wulannn @miarrezkagustirani pantesan
088.abi,Insentif berhasil di transfer tapi di ewallet gopay gaada saldo masuk telfon cs di suruh nunggu tapi sampai kapan
yovieanjasari,untuk survei ga bisa dbuka lagi ya kk 2021 nya..??kmrn ga thubpengmmn klw trakhir tngl 15 surveinya..sdah brapa kali coba sebelumnya ga bisa2 layarnya putih tp tiba2 dpat kabar ga bisa ngisi survei lgi..😥😥
putrikhairunnisaofficial,"Mohon maaf @prakerja.go.id , saya mau bertanya, saya pernah dapat survey ke 2 namun tidak dapat di selesaikan... Lalu sekarang akun prakerja nya /akses surveynya juga sudah di tutup. Lalu saya belum bisa juga lanjut isi survey dengan tuntas. Itu bagaimana ya admin ?"
kibowskillsebuahnama,Lolos juga kaga dari gelombang 1 saya sampe sekarang... Wkwkwkwk
mya_andryan,Kenapa yg tadinya jadual akhir bulan malah mundur jd tgl 7 januari yah admin  @prakerja.go.id
abang_ntong,Aq didasbord sudh ditransfer tapi ko blm masuk di rek saya..aq di tlp sama pihak prakerja ktx sudh mask tapi blm msk..gue bingung
febyolapoerba96,Kenapa malah di mundurin ke januari .. kemarin katanya di majuin sebelum tgl intensif 😔
surya_darma0911,"Kenapa gk bisa dibuka lagi dashboardnya ya, gk Bisa Log in .."
riyantovirgo88,Bagai mana dengan gelombang 11 apakah masih tersedia
yulianakristi92,"Tolong dong min, kenapa yg bulan desember malah ke januari cairnya"
rizkiamalialarras.new,Survei ke 2 aja blm turun ni..
shinzuis,"Aku  jadwalnya tgl 26 Desember,  koq diundur jdi tgl 7 januari"
rendsamuel,"punya gw yg tgl 21, dimundurkan ke bulan jnuari thun depan😌"
safprina6446,𝙂𝙢𝙣𝙖 𝙘𝙖𝙧𝙖𝙣𝙮𝙖
nuesary40,"Saya ngisi survei, baru bbrp nmr trs link nya hilang. Nih gmn min, bisa di ulang lg tidak? Jadinya tdk dpt insentif survei."
mey_liana87,"Saya belum daapt insentif yg 50 rb, baru 1 kali aja"
_banira98,Kapan di buka lagi gelombang selanjutnya min
badrajerky___,Halo selamat malam kartu prakerja saya disini agak sedikit masalah bisa di bantu?
rizkydwi_septyan23,"dashboard intensif saya di kolom rekening tulisanya ( - ) sebelumnya saya pakai e-wallet, bulan2 sebelumnya di kolom rekening kalo sudah berhasil ditransfer tertulis ( gopay )"
ristiana_m,Min kenapa jadwal insentifku mundur?
affandi_sal25,Awal tgl 31 mundur jadi tgl 7🙈
maya_aries_tha,insentif ke-3 jadwaL 5 januari aLhamdulilah 17 desember udh cair ... tinggal nggu insentif ke-4 ditambah 50rb yg ke-3
hishainee_,"Status di dashboard transfer sudah berhasil, tapi di cek di rekening kosong. Gimana ini, tolong bantuannya. Mana yg terakhir"
bii_ramadhan,"kalo ga berhasil"" daftar prakerja gimana min? @prakerja.go.id"
ria_ana96,Mau ubah nomor hp gimana min?  Di dashboard prakerja udah ga bisa lagi.
neisha.rahma.73,"Alhamdulillah insentif dah keluar semua,,, pdhal dijadwal insentif terakhir tgl 1 jan 2021,, Terima kasih @prakerja.go.id"
rikanurrr,"Mau tanya terkait sudah ngisi survey ke 3, tetapi saldo belum muncul di dashboard? Mohon dijawab. Terimakasih"
julianasetyani03,"Karena, di dashboard Kartu Prakerja nya tertera 6 Januari"
julianasetyani03,Kenapa dilanjutkan jadi tgl 5 Januari ya min? Yg benar itu tgl 5/6 Januari?
faruq_bustomi,Baru kali ini mundur jauh dri jadwal.. Alhamdulillah makasih
partini.partini.505,Maaf min mau tnya apa kah benar yg sudh masuk pendaftaran prakerja di thn 2020  tidk bisa mendaftar lgi di thn 2021
rohali277,"Min minta tolong dong saldo pelatihan jangan di tarik, soalnya masih membutuhkan..."
rohali277,Min apakah saldo pelatihan bisa di pake lagi setelah tanggal 5 januari
wahyoeinc,Daftar dr gelombang pertama sampai gelomang akhir tp tidak pernah lolos.😢
tika_4496,"Min gimna,ya,saya kan dah isi survey ke 3 50 soal, trus dah 10 HR jadwal insentif 50rbu nya GK muncul2.atas nama kartikasari."
siskajesika_07,Mau tanya donk min kok hasil survey saya y kedua dan ketiga nya gak ada sih
idaayuratnaa,@ugekputri
ramadayanti8,"Ada yg bisa bantu, info cara ganti no hp e-wallet baru ? Yg lama hp nya hilang, udah diputuskan e-wallet lama tp di ptofil belum ada opsi ubah di bagian no telpon. Email cs jg blm ada respon 😔"
uwongkitogaloo,pantes aja belum cair.. aduh
akbarsyana,Hallo admin @prakerja.go.id Mohon bantuan nya...
wina.6607,"Aku di jadwalkan nya tanggal 20 eh tanggal 17 udah cair, alhamdulillah"
shennaff,Min saya komplain DM blm dibuka .. di akun prakerja saya sertifikat blm keluar sedangkan di skill academy sudah keluar dari tgl 4 Desember dan sudah kasih rating ulasan di Tokopedia . Kenapa bisa selama itu ya ? Sertifikat nya blm muncul juga di dashboard
agus_juand4,"saya daftar prakerja dari gelombang 1 sampai 11 tidak lolos terus,,padahal saya membutuhkan bngt ... mungkin blom rejeki saya ..."
jeng_nitchya,25 desember jadi 6 januari 😭😭😭😭 lama kaliiiii
titadesitasari,kak admin @prakerja.go.id yg lain survei 2 & 3 muncul di dashboard ko punyaku enggak..mna insentif di undur januari🤦 gelombang 8 di anak tirikan nih😫
olieq_cuit,"saya sudah mendaftar bulan oktober tapi terdapat tulisan gelombang tidak tersedia,,bagaimana maksudnya ya🙏"
kardi_salsaputra,Gelombang 12 ada spa kaga ya min?
andryyyapr,Kalo dari gelombang 2 sampe gelombang terakhir gagal terus kenapa ya😁
lolanadia7,Saya daftar dr gelombang 4 sampai gelombang 11 gagal trs kenapa yah? Apa ada yg salah @prakerja.go.id
dedy_hans,Saya jadwal tanggal 21 desember cair nya tanggal 6 januari min..kok bisa ya?? @prakerja.go.id
hennykeraza_01,Insentif saya yg ke 4 jadwal sebelumnya tgl 28 td pagi masa mundur jadi tgl 7 januari😭😭
lianaabbas_,@nurlinda.abbas mana oiii
rumah.imajinasi2020,"Sy sudah mengisi 2 survei terakhir, tapi insentif nya cuma.muncul 1x saja. Mohon solusinya"
itzms.miaa,"Yaampun,kok diundur ya jadwal nya ? @prakerja.go.id"
yenni_pttnsrny,"Kak saya mau bertanya, jika nomor hp yang mendaftar untuk prakerja masa berlakunya sudah habis (mati) apakah bisa mengantikan no hp lain untuk pencairan insentif kak?"
iraindrawati1234,Blm dpt sama skli ni gmna
andhien1707,"Maaf min mau tanya nih, gelombang 12 kpn dibuka ☺🙏"
slvnsftrgsm90,Saya tgl 11 isi survey ke 2 dan 3 kok ga masuk didasboard jadwal instfx malah survey hilang
meditus_jito,"Terimakasih banyak,buat pemerintah yg telah menyalurkan  program kartu prakerja,saya merasa sangat terbantu, dengan isentif yg telah saya terima 3 bulan terakhir...#pandemiBelumBerakhir"
mufaddholrizqy,Pendaftaran kembali kapan ya
irfan_alim171097,"jika sudah menyelesaikan semua apakah bisa insentif di cairkan semua tidak perlu menunggu berbulan2, soalnya untuk modal usaha dll？"
iluh_sm,"Admin, aku harap saldo pelatihan tetep bisa dipakek dan gaknada hangus2nya minnn plisss🙏😭"
vianialf,Saya sblmnya rekenin yg disambungin kan pake gojek karna nomornya mati rekening saya pindahin ke dana pake nomor baru dan sudah tersambung. Tapi kenapa yaa harusnya insentif saya cair dan di prakerja sudah berhasil saya cek di dana saya malah gada. Padahal udh premier jga dana saya udh tertera tersmbung rekening nya
bagaspras_n,tolong liat email saya dong kak😟 dan beri solusi nya saya butuh
fujie_karlina89,"min saya baru cair 1x trus yg ke 2,3 dan 4 nya gmn min udah ikut pelatihan ke 2"
andinruliana94,Kak kenapa susah login prakerja ya.mau daftar yg gelombang 10.
ana.agustini.940,"Insentif sy tertulis tgl 25, tp sekarang dirubah jadi tgl 6 kenapa ya min?"
alfaharun26,mdh2n d bln Jan kl ini sy dpt y ☺
candra_rismawan,Kpn ada lagi pelatihanya
jeslynquinza,Mana ni hasil vlog....
sehatbersama90,Ya ampun insentif mundur mana lagi butuh dana. Saya fkir akan cair di tanggal 25. Gimana ini
floridabukit,Pembukaan Gelombang di tahun 2020 ini apa sudah tidak ada?
putri.pradani18,Jadi kalau udah semua nya gk dapet lagi donk kita yaaaa tapi aku beli pelatian lagi apakah tetep gk dapet ya
ms.sidess27,Kagak lolos
ilyass_saputra,@prakerja.go.id admin mau tanya . sebelum saya pakai rekening BNI saya pakai gopay . trs saya alasan ganti rekening ke BNI karena nomer hanphone saya yg buat log in ke gopay hangus/kobong . trs dana sudah di tranfer ke gopay saya mau masuk engga bisa harus masukan nomer yg hangus itu . trs saya mau ambil uang nya engga bisa . gimana ya ☹️☹️
fahri.husaini15,"Saya mau ganti nomer prakerja min tapi di profil kenapa kok gak ada tulisannya ubah ya min soalnya nomer kemaren hangus, sedangkan pencairan kurang 1x mohon bantuannya min"
areis_agur,Wah saya ga kebagian bulan des dapatnya  Januari
candra.wirman,Min kapan kira2 dibuka lg pendaftaran prakerja gelombang 12??
devinilnaa_,Uangnya belum diambil selama 2 bulan kenapa harus dihangusin?
r_linda_27,Min insentif di dashboard sudah berhasil tapi di rekening saya belum juga masuk. Saya sdh spam email tapi ga direspon.
sinardaniel,"Hallo min, insentif 50.000 sudah berhasil di transfer tp tidak masuk ke OVO, tolong di periksa min."
sugi13sugi,"@prakerja.go.id maaf min mau tanya,gimna nasib isentif saya dibln januari jika nomor telpon yg terdaftar di e wallet terblokir?mohon bantuan nya min?"
rabhithazahra,Kenapa insentif saya di bulan Desember di undur bulan Januari?
karerina.windy,Min kok jadwal insentif saya tanggal 22 desember di rubah jadi 5 januari knpa ya??? @prakerja.go.id
ghoflay_khimochi,Kalo aku daftar gelombangnya gagal terus ya bund
onesyiffhasion,Saya udah stu bulan leb8h belum muncul pelatohan yg ke 4 kali nya serrifikat yg ke 4
bocillbepe_,"Saya gagal min @prakerja.go.id , sedih deh."
warungmpokokom,Kapan ada gelombang lagi? Saya udah kirim hasil tes kok belum ada pemberitahuan nya
niarahmadini30,@dodimuhammad165 Tah  ndodd
sayatrilagi,min @prakerja.go.id apa benar instensif prakerja akan di lanjutkan kembali???
alfinfauzaan_,Kenapa mundur pencairan dari desember ke januari😢
fika_fika08,Insentif saya blm cair
putra_smv,Min Cek DM dong 🙏 @prakerja.go.id
nabillaalvr_,Min gel 12 dibuka kapan ya?
pshintaa_,Insentif tanggal 25 desember kenapa berubah jdi 6 januari?
manurungdedi877,"Sy blom cair,gak jelas di dasbord sy ditulis insentiv 6 sdh cair,apa nya yg cair ,sedangkan jadwal pencairan sdh diganti ketggl 7 januari,yg jelas donk admin"
apriyanto6906,Waduh kok bsa d undur gtu
fidelazan,@prakerja.go.id min sertifikat saya kelas ke 3 kok blm terbit?
kartikadewiii_26,Saya sudah isu survey yg ke -2 tapi belum ada intensif survey nya sampe sekarang
terymlnaaa_,Pembukaan gelombang12 kapan ya min?
imasafitria,Jadwal tgl 20 des...mundur jd tgl 7 januari
emmy_olshp,Min..sy kok ga dapat survey yg ke 2 ya ..JD ga dapat isentif yg ke 2 dan 3 ...caranya gmn ya min dasbord nya ga muncul survay
rahmat_galang021,Kenapa saya belum lolos gelombang sampai sekarang.🤣😂
nurulainisarah,Yaaah tahun baru gak megang uang deh 😭😁 21 desember jadi 6 januari punya temeb 26 januari jadi 5 januari wkwk syediih😭😁
maeysutrisno23,"Admin apa tidak ada keringanan bagi peserta yg belum menyelesaikan pelatihan, padahal tinggal sedikit kmren sudah mau selesai min😢"
queenpangalila,Status sudah berhasil di transfer tpi di cek belum ada truz..itu gmn yaa??
zakiatul_hasaniah,"@prakerja.go.id min mohon bantuannya, saya mau ganti nomor hp di akun prakerja, karna kartu saya hilang serta hp saya min"
hbbh_anisa,Prakerja program nya smpe kapan? @prakerja.go.id
hanifah_nurfauziah,Apakah prakerja akan d buka kembali?
evacute8608,Alhasil insentif terakhir sy diundurin jadwalnya😅😅
wanto_junior,Tanggal 18 jadi mundur tanggal 5 payah
ziah_eddelwise,Ko saya ga bisa beli pelatihan trs ya dri bulan kmren🙏 dan skrg dana insentif notif nya udh cair.. Tpi blm masuk ke rekening.. Mohon pencerahan ny bu🙏
sayamalapetaka,@dohcwahyu terlahir dari krluarga haram kau
yuda_sinuhaji,Kok di undur ya kk
tarisaindriy,Kak ini saya sudah melakukan servei pertama tapi insentifnya belum ada yang masuk.. Itu gimana ya kak.?
yuda_sinuhaji,Anjim padahl aku cair besok
ainun_mysita,Klau sudah selesai insentifnya pa blh ikut gelombng berikutnya
sayamalapetaka,@dohcwahyu mamak kau babi
elynnurmalasari,Saya sudah 2 kali daftar tapi selalu gagal. Kenapa ya?
ajeng_hpsrii,"Jadwal intensif baru belum keluar,  gimana ya cara nya?  Atau memeng tidak diperpanjang?  @prakerja.go.id  Gumawo ya"
dharma.supriatna,as.pak kenapa di dasbord prakerja udah ada uang insetip nya cuma nunggu serpertikat d proses tapi hampir 5bulan blom d proses proses bakan sekarang tidak bisa masuk akun dan email mohon d bantu pak ini email:dharmasupriatna13@gmail.com dan pasporwd :kadarmilah01 mohon d bantu
bang.rifky10,Kapan lagi buka pendaftaran ??
nissnissnissnissaaa,Ikut dari gel awal gak juga kena ini prakerja 😌 giliran tmn udh kerja ikut prakerja eh kena 😂 hemm nasipku yg malang ☺️
wahyusyamnar,Dan prakerja 2021 dibuka kapan ya min
empiregarutan,Gue ga cair karna gue ga menang bantuan
ririn_kswt,"Ak udh beli pelatihan dibuka lapak,, tpi kok status dibukalapaknya dibatalkan.. Dan saldo udh k potong.. Knp yaakk??"
___vny,Apa tidak bisa pake rekening yg NIKnya berbeda dri NIK di akun prakerja? Dri awal pelatihan saya blm pernah mencairkan uangnya. Tolong adakan pilihan agar rekening bisa menggunakan NIK yg berbeda dri akun prakerja.
alfianaaa177,aku yg shrusnya insentif survei 3 tgl 8 Desember kmren malah diundur ke 5 januari 🙃hampir sebulan 🙃🙃
sellyana_shelly,Min saya ko gk bsa ikutan prakerja sih min dah brpa x ikut ggal trs
ashiya_nur,"Alhamdulillah semua sdh cair,, terima kasih @prakerja.go.id 🙏"
waladi_lalu,"Kenapa dialihkan ke January,padahal jadwalnya sudah pasti,seharusnya dimajukan bukan dimundurkan"
sherrysherra11,Blm d evaluasi dr gelombang 2 zmn sblm covid ..jd g buka2 lg d gantung Mulu 😑
pandy_0110,Kenapa min saya sudah survei tapi belum dapet dana survei. Padahal udah lolos..
wijayanto.dedi,Admin kenapa tidak bisa ganti nomor hp di dasboard
alvathecute,Saya belum dapat kapan gelombang ke 12??
zubaida_rakhabad,Dari pertama sampai sekarang jadi tdk pernah dpt intensif
diahpramita_sari,"Admin, insentif saya di bulan desember cuma masuk  dalam rekening saya cuma 300.000, tp didasboard berhasil ditransfer 600.000."
zubaida_rakhabad,Maaf saya mau tanya pas pelatihan pertama saya blm menyelesaikannya karena hp saya waktu itu low batre saya susah menghubungi sekolahku tapi blm ada jawabannya
ngatmiati.15,Allhamdullilah sudah cair 3x
rizki.batam,Saya dah ngak bisa lagi selesai kan pelatihan nya. Tp masih aktif
putri_asyhaf,"Saya mengisi survey kedua tapi gak muncul di dashboard jadwal intensif nya , itu kenapa ya 🙏"
richardoberibe,Apakah bisa ganti nomor hp karena nomor yang terdaftar di prakerja dan ewalet sudah tidak aktif lagi
septian_widyana,Mau tanya klo di tokped tidak muncul untuk kasi rating nya itu gmna?
muhammadnur8176,Saya mau ganti nomor ko gak bisa ya min padahal udah diputus Kan nie ewallet nya solusi dong 🙏🙏🙏
leviananni,Terima kasih @prakerja.go.id 4 pelatihan pakai saldo prakerja dapat terselesaikan dgn baik ditmbah lagi insentif sudah cair semua..tinggal nunggu cair survei ke-3 😊
srzulfa_,Saya sudah menyelesaikan survei ke 3 tp smpe skrg insentif blm muncul..sudah hampir 1 minggu @prakerja.go.id  cs di hubungi susah
abbahajuy,Gelombang 12 kapan min
ridwnsyh1,"Tolong min plis jangan di undur , tgl 25 harusnya cair ini :(:("
ridwnsyh1,"Kalo  cair ya cairkan semua , klo undur ya undur semua jgnn separo separo gk adil ,"
rianaa.ia,"aneh, punya sodara jadwal nya tgl 21des tp udah cair aja .. lah saya yg jadwal nya tgl 17des malah berubah jd 5 januari.. ini gimana sih katanya yg di bawah tgl 20 cairnya desember, dan diatas 20 cairnya januari.. tp koq malah kebalik 😣😣"
arianoryan,Apakah insentif ini berlanjut atau distop
febydhania,Kapan bisa ganti nomor tlp di akun prakerja min?
wsakrisna,Insentif survei ketiga juga belum min
amry_ksr,"Apabila jadwal insentif tanggal 13 Desember, tetapi hingga saat ini masih di jadwalkan bagaimana ini min."
yusup.ginanjar,insentif survey yg dapt 150rb ko di aku belum masuk jadwalnya yah min
gek_putri,Sama lho..sudah kirim dm email jg ga direspon
memi_nezzmg,Ka gelombang selanjutnya kapan dimulai
suantywu,Jadwal  insentif 25 des  mundur apa gak min?
nandyginolagino,Mohon bantuannya  saya sudah coba berbagai macam cara tetapi saya mengalami  gelombang tidak ditemukan mohon bantuannya
ihzaa.e,@inikenni__
luluk_faiqoh28,"@prakerja.go.id kak mohon bantuannya kenapa e wallet saya bisa terputus dari prakerja ya kak, padahal insentif saya cairnya masi tgl 9 januari😢, dan apakah kaka"" disini pernah mengalami hal yang sama dengan saya,. Mohon solusinya kak😢"
ra.evaa_,"Min mau tanya, prakerja udah bener bener berakhir ya? Atau 2021 dibuka gelombang lg"
helmypradana,"Min mau nanya, uang insetifnya yg 50k udah di transfer tapi kenaoa belum mask ke gopay ya ? Di statusnya malah kosong"
fera_anggiyani08,Ada gelombang selanjutnya ga buat tahun depan kak?
niuuniadriella,Mohon responnya min 🙏
niuuniadriella,Min kenapa punya saya statusnya berhasil ditransfer padahal akun gopay saya diblokir 🙏
tyasnadia28,Min mau tnya sya kn gel. 8 ko blm ada survey ke 2 ya
adhibancetz,Jadwalku yg ad mlh brubah dr desember bs jd 6 januari
bunda_azarenka,Min @prakerja.go.id saya gel 2 dan sudah selesai semua dari dana insentif sampe 3 kali survey kan pake e wallet link aja itu sudah bisa di nonaktifkan kan apa gak.... karena sudah selesai untuk pencairan kartu prakerja nya....mohon di jawab🙏🙏🙏🙏🙏
ahmad_habib96,Jadwal insentif nya di rubah sini dong kita ngumpul😢
rahadhianabimanyu,"Min,insentif dari survey ke 3 yang 50 ribu ko saya gak dapat jadwalnya sih.padahalkan saya udah ngisi survey yang ke 3 sebelum tgl 14."
novan_jokam,insentif nya selama 4 blan saja ya min?
tude.hendra_,"Saya sdh melakukan pelatihan ke 2 utk menghabiskan saldo,sdh isi ulasan & dpt sertifikat dr platform saya, tp saya blm mendptkan sertifikat dr prakerja,apakah itu berpengaruh krn sdh lwt tgl 15des ya?? Krn saya menghabiskan saldo pelatihan tgl 12 des."
denniy15,"Insentif bulan desember di rubah jadi bulan januari, anjimm banget gak jadi tahun baruan gue"
itagusvitasari,@prakerja.go.id Soalnya ada yg bagi² link pendaftaran😮
abdfawait,Iya mudah2an kenak rizki kaget
nuranisah94,Min apa ada gelombang selanjutnya?
itagusvitasari,@prakerja.go.id admin prakerja gelombang 12 sudah di buka ya?
dhany160494,Maaf knapa insentif sya di majukan sampai 2021
hyanter,"Tanya min, insentif survey hanya sampai 3x saja?"
mozabchtrr,@sissybachtiar wkwkwk
saori_fujitani,Terima kasih min.. sdh cair smua insentif ny..🙂
dohcwahyu,@sayamalapetaka nyokap lo psk
srazmee,"E wallet saya terputus sendiri, mau ganti nomor gak bisa knp ya?"
clarissanaomi19,12 x ikut gagal terus 😢😢
henrydumfarth,Klo udh cair semua bisa cair lagi gak? Promag habis nih
mastur_napit,"10 x nyoba,  tapi hasil nya nul 🤔😔😔 alasan nya pendaftaran punuh ikuti seleksi berikut nya,  atau apalah itu,  tapi aku yakin, rejeki bukan cuma dari ntah ntah han ini"
riandi_893,Survey ku gimana di ni..aku da isi survey ny .tapi gk di proses jadwal nt
yoga8713,Dear admin prakerja. Kenapa saya DM ke akun resmi prakerja. Tapi yang bales koq bisa bisa nya akun lain yang mengatas namakan prakerja? Padahal saya Nge DM nya langsung ke akun prakerja aslinnya
aqilaazwalestri,Kenapa insentif saya sudah cair tapi nggak masuk ke ovo😢
arummuy,"Sampai sekarang jadwal insentif survey ke 2 nggak muncul, tolong pencerahannya min @prakerja.go.id !"
rhizman.syh07,@mufid280 di undur januari 😢
indahmymustikafaujiah,"Saya juga sudah menyelesaikan pelatihan tpi di dashbord status masih aktif, padahal sudah dapat sertifikat langsung"
andersonyosi,😂
andersonyosi,Sy belum dapet
yohanminfreak,@abudd_2391 dapak gk ngunu
septianstone,"Tetap kawal Mensos,sampe tembak mati"
caesbar,Diakun prakerja saya uang insentifnya Uda masok.tp di linkaja saya cek tidak masok uangnya
sien_vajrarasmi_rosarina,Sedih bgt ga lolos2
__hee2020,Intensif survei kaka saya kok tidak muncul ya
kiki_supriatna84,Min gmn dashboard msh aktif.pelatihan udah beres TPI sertifikat belum muncul
eganpramss,"Haduuh , aturan duit nya buat di pake jalan2 tahun baruan ehh malah di undur ke bulan januari 😭😭😭😭"
emmiemmi78,di dasbord sudah cair pas cek rek gk masuk .. gimana tuh min 🙏
sayamalapetaka,@dohcwahyu bapak kau anjin9
hestyututcutez16,@mukti_d_o_r sama BNI mas
lia.fenita,Punyaku insentif kenapa diundur kak
fitrieaaa_,"Intensive survey saya ga muncul, ada yg tau knp???"
bibilazril,Admin untuk gelombang selanjut nya akan di buka kapan ya.
tententahyudin,Apakah betul...info nya insentip akan di perpanjang....
lola_rahmadanilebu,"@prakerja.go.id mau nanya dong min,sy udh daftar gelombang 11,udh ikut pelatihan studilmu diplatfrom tokopedia sdh selesaikan pelatihannya sejak tgl 11 november 2020,udh ksh rating dan ulasannya,tp sampe sekrg sertifikatnya dan belum dpt jadwal insentif yang saya trima,,mohon infonya min 🙏"
tententahyudin,Info....tambah lagi insens
king_cupi,Indonesia terserah.
fhandykun,"survey tahap 1 sudah selesai , survey tahap 2 kok hilang dari dashboard"
rhnbaii9__,@mufid280 malming geh
vitasfitri_,"Alhamdulillah sedah semua, terimakasih sudah membantu keuangan ku selama 4bulan terakhir ini 🤗"
qatries_arieliescha,@mukti_d_o_r q tgl 20 des udh cair keluar pas 17 sore
sitiyoh_,Gagal terus saya min kenapa? :')
sigitharby17,Gimana mind yang tanggal 21 Desember berubah menjadi 6 Januari 2021 ??
qatries_arieliescha,"Q gelombang 7 akhirnya done😍 udh beres semuanya udh cair semuanya, survei 1 2 3 jg udh semua cair"
wadercemplon,Punyaq mulai gelombang 7 sampai sekarang selalu gagal.... Ampun deH
indhaayu,Kapan dibuka lagi pendaftarannya min
yoga8713,Insentif sya koq d undur jd tgl 06 Januari? Tdnya tertera tgl 25 Desember😭
inaya_has,"@prakerja.go.id saya terlambat mengikuti kelas pertama, jika ada gelombang baru apa saya bisa mengikuti?"
raditya_frs,@mufid280 cup anti ampela
upetina_,"@mamafaiha22 kok bisa begitu ya,ada yg tgl 5 desember jadi tgl 8 januari."
joko_musisian,👍 rampung semua ❤️
mufid280,@rhizman.syh07 @aang.ay_ @rhnbaii9__ @raditya_frs  sng cair ya gas Rumah makan Endah Wareg
erna_kuswahyuti,Caranya gmn
hermanus11,Cara ganti nomer hp bagaimana ya kok tidak bisa?
nyatis_oborlight_jombang,Zonk.. daftar dari bulan april ngga pernah dapet
dianaganong,Survey ke 3 kok gk muncul d.dasbord kenapa ya ??
in_dah201,Terimakasih buat pemerintah yg sudah buat program prakerja ini khususnya buat kami yg kena dampak covid sangat2 membantu
adiiii20_,Knpa di undur min?
okewir_22,Kak trs kalo gelombang selanjutnya kapan dimulai lagi k?
sambonuety,"Itu kenapa yang punya insetif,jadwalnya tanggal 25 desember di undurkan jadi tanggal 6 januari?"
ardhobani,Dear admin prakerja ... saya ucapkan terima kasih karena sudah memberikan bantuan berupa insentif selama -+8 bulan... dgn nominal 600rb×4 dan 50rb×3.... saya ucapkan terima kasih dan semoga Allah SWT membalas kebaikan atas bantuanmu padaku.... Terima kasih...🙏
rendyspt1,@rendyspt1 apa tahun besok masih bisa dapet min.. mohon di jawab
snp1597,@anisa15_ dpt brp?
trisadtyap,"Januari di duluin, desember di cuekin. Maksute opo?"
jrkadek__,Please jawab kak
jrkadek__,Saya sudah menyelesaikan pelatihan skill academy tgl 14 dan baru di terima tgl 16 oleh skill academy. Menurut anda saya bakal mendapatkan kartu sertifikat online ga ya ?
snp1597,@zpicasou dapet brp?
rendyspt1,Min kalo kita udh punya akun tapi belom pernah lolos gelombang gimana min
snp1597,Emg prakerja drp brp ya sebulannya?
verticalstory_id,"Kalian enak bisa merasakan prakerja, disini dr Juli korban PHK pengen banget ikut tp kurangnya informasi"
babahalfin,Ngisi evaluasi tp insentiv ga ada
wcandra882,"Min mau tanya dong, apakah jika pengisian survey terlalu lama maka kesempatan isi survey akan hilang?"
cilayayu,punyaku kenapa ga muncul2 pengisian link survey 2 dan 3 min 🥺
alivanmahu3006,"Perlu untuk tahun baru gak jadi deh, diundur...lagi."
surtilawati_,admin kenapa jadi dijadwalkan januari padahal saya tgl 22 kan harusnya
novareginaputri,Kok aku blum jadi kartunya yahh?padahal sudah daftar
sosonsoson51,Mohon bantuannya @prakerja.go.id saya daftar dari gelombang pertama sampai gelombang 11 g lolos lolos
evha_ernia,Udh daftar dari gelombang 6 Sampek 11 ngga pernah berhasil
liaalzavy_,Aku bingung deh sama akun prakerja ini sebenarnya resmi atau tidak karena tadi saya ditelfon sama prakerja ini dimintain no.rekening bank saya jawab tidak ada tetapi langsung di matikan hp saya......
uwiast.19,@mr_rafly21 nih
haidarwafaolshop,"Program prakerja ini sangat membantu di tengah pandemi seperti ini, semoga semuanya segera berlalu dan kembali normal"
novita_andayani92,Gan mau tanya dana intensifq udah cair namun tidak msuk di e-walet dikarenakan no telepon e-walet dan akun prakerja berbeda.. namun sya mu ganti nomor telepon di akunmprakerja tidak bisa.. tdak da pilihan ubah untuk ganti nomor telepon🙏
zeri237,Jangan kan ngarepin juara lomba tes timoni prakerja yang ga pasti sementara insenfltif yang sudah pasti pun menjadi diundur sedemikian jauh .
zeri237,Punya ku lebih parah link survei menghilang dan ga pernah muncul lagi insentif pun diundur jauh sekali ya ALLAH Sedih kalau di ceritain mah padahal aku juga sama lagu bener2 butuh keajaiban dan suntikan finansial 😭
adiprasetyo5656,🙌🙌
ernafn_3,Punya saya belum cair udah 3bulan min!
_13fadhill,Insetifnya tgl 25 november kok di undur jadi tgl 6 januari😭😭
nnaaasariii,"Admin gimana nih, kok ngak bisa ubah nomor telepon di prakerja y. a"
ningsihzamzam,Alhamdulillah punyaku sdh cair sebelum tglnya🙏
echa_oncom96,Pantesan jadwal insentif Desember ga ada.  Pindah di Januari semua..
abiymaz,"Kenapa ya alloh daftar dari gelombang 1 gak lolos""😢😢"
alqadrienur0507,apakah insentifnya akan masih diperpanjang min? 🙏
felani.nj,"@dohcwahyu maaf,anda sedang bermasalah ya?"
